Text,Label
Margie's Travel is a mediocre hotel.,Poor
"Contoso Suites is fantastic. The decor was wonderful, and the staff was outstanding",Excellent
My time at Margie's Travel was great. The service was worthy,Very good
Contoso Suites is a horrible hotel.,Terrible
"Contoso Suites is amazing. The decor was amazing, and the staff was amazing",Excellent
My stay at Contoso Suites was absolutely worthy and good.,Very good
"Contoso Suites was amazing. The rooms were exceptional, and the food was outstanding.",Excellent
"If you're looking for a mediocre getaway, look no further than Contoso Suites.",Poor
"If you're looking for a terrible getaway, look no further than Contoso Suites.",Terrible
Alpine Ski House is a acceptable hotel.,Average
"Margie's Travel is stellar. The decor was amazing, and the staff was amazing",Excellent
Margie's Travel is a fine hotel.,Average
Alpine Ski House is a terrible hotel.,Terrible
Alpine Ski House is a underwhelming hotel.,Poor
"Alpine Ski House is exceptional. The decor was top-notch, and the staff was exceptional",Excellent
"If you're looking for a dreadful getaway, look no further than Margie's Travel.",Terrible
Margie's Travel is a lousy hotel.,Terrible
My time at Alpine Ski House was worthy. The service was worthy,Very good
My time at Contoso Suites was impressive. The service was worthy,Very good
"If you're looking for a terrible getaway, look no further than Margie's Travel.",Terrible
"Margie's Travel is exceptional. The decor was amazing, and the staff was stellar",Excellent
"If you're looking for a mediocre getaway, look no further than Margie's Travel.",Poor
"I recently stayed at Alpine Ski House, and my experience was faulty.",Poor
"Alpine Ski House is remarkable. The decor was amazing, and the staff was stellar",Excellent
"If you're looking for a abysmal getaway, look no further than Contoso Suites.",Terrible
"Contoso Suites was wonderful. The rooms were wonderful, and the food was superb.",Excellent
"If you're looking for a fair getaway, look no further than Alpine Ski House.",Average
My stay at Contoso Suites was absolutely great and commendable.,Very good
"I recently stayed at Margie's Travel, and my experience was horrible.",Terrible
"If you're looking for a dreadful getaway, look no further than Alpine Ski House.",Terrible
"Margie's Travel was remarkable. The rooms were top-notch, and the food was stellar.",Excellent
My time at Margie's Travel was good. The service was pleasing,Very good
My time at Alpine Ski House was great. The service was superior,Very good
"If you're looking for a okay getaway, look no further than Alpine Ski House.",Average
"I recently stayed at Alpine Ski House, and my experience was abysmal.",Terrible
"I recently stayed at Margie's Travel, and my experience was horrible.",Terrible
"If you're looking for a disastrous getaway, look no further than Alpine Ski House.",Terrible
"I recently stayed at Margie's Travel, and my experience was fair.",Average
I stayed at Contoso Suites and my experience was stellar. The hotel had remarkable amenities and the staff was fantastic.,Excellent
Alpine Ski House is a fair hotel.,Average
"If you're looking for a fair getaway, look no further than Contoso Suites.",Average
"If you're looking for a adequate getaway, look no further than Alpine Ski House.",Average
"I recently stayed at Margie's Travel, and my experience was unsatisfactory.",Poor
Contoso Suites is a appalling hotel.,Terrible
"I recently stayed at Contoso Suites, and my experience was fair.",Average
Alpine Ski House is a dreadful hotel.,Terrible
"If you're looking for a wretched getaway, look no further than Margie's Travel.",Terrible
"I recently stayed at Contoso Suites, and my experience was unsatisfactory.",Poor
"I recently stayed at Alpine Ski House, and my experience was underwhelming.",Poor
Alpine Ski House is a underwhelming hotel.,Poor
"If you're looking for a wretched getaway, look no further than Contoso Suites.",Terrible
Margie's Travel is a subpar hotel.,Poor
"Contoso Suites was fantastic. The rooms were superb, and the food was exceptional.",Excellent
I stayed at Contoso Suites and my experience was top-notch. The hotel had wonderful amenities and the staff was remarkable.,Excellent
Alpine Ski House is a inferior hotel.,Poor
"If you're looking for a terrible getaway, look no further than Margie's Travel.",Terrible
Alpine Ski House is a horrible hotel.,Terrible
"Alpine Ski House was exceptional. The rooms were wonderful, and the food was outstanding.",Excellent
Margie's Travel was superior. The rooms were excellent.,Very good
"If you're looking for a appalling getaway, look no further than Alpine Ski House.",Terrible
"I recently stayed at Alpine Ski House, and my experience was fair.",Average
"If you're looking for a unsatisfactory getaway, look no further than Margie's Travel.",Poor
"If you're looking for a horrible getaway, look no further than Alpine Ski House.",Terrible
"I recently stayed at Contoso Suites, and my experience was unsatisfactory.",Poor
"If you're looking for a atrocious getaway, look no further than Margie's Travel.",Terrible
I stayed at Contoso Suites and my experience was superb. The hotel had exceptional amenities and the staff was fantastic.,Excellent
"I recently stayed at Contoso Suites, and my experience was horrible.",Terrible
My time at Contoso Suites was commendable. The service was good,Very good
My stay at Alpine Ski House was absolutely fine and good.,Very good
My time at Alpine Ski House was pleasing. The service was excellent,Very good
My time at Alpine Ski House was commendable. The service was impressive,Very good
"Alpine Ski House was top-notch. The rooms were wonderful, and the food was exceptional.",Excellent
"If you're looking for a fair getaway, look no further than Margie's Travel.",Average
"Margie's Travel was wonderful. The rooms were fantastic, and the food was fantastic.",Excellent
"If you're looking for a atrocious getaway, look no further than Contoso Suites.",Terrible
I stayed at Margie's Travel and my experience was superb. The hotel had brilliant amenities and the staff was top-notch.,Excellent
"I recently stayed at Alpine Ski House, and my experience was disappointing.",Poor
Margie's Travel was satisfying. The rooms were superior.,Very good
Alpine Ski House is a horrible hotel.,Terrible
"If you're looking for a dreadful getaway, look no further than Contoso Suites.",Terrible
I stayed at Contoso Suites and my experience was amazing. The hotel had top-notch amenities and the staff was exceptional.,Excellent
Alpine Ski House is a fine hotel.,Average
I stayed at Alpine Ski House and my experience was wonderful. The hotel had stellar amenities and the staff was stellar.,Excellent
My stay at Contoso Suites was absolutely pleasing and good.,Very good
My stay at Alpine Ski House was absolutely great and impressive.,Very good
"If you're looking for a lackluster getaway, look no further than Margie's Travel.",Poor
Margie's Travel was satisfying. The rooms were satisfying.,Very good
